总车型,车型1,款式年份,卖家报价(万),新车指导价(万),上牌时间,公里数,上牌城市,排放标准,变速箱1,服务费,厂商,级别,发动机,变速箱详情,车身结构,长宽高,轴承,行李容积,整备质量,排量,进气形式,气缸,最大马力,最大扭矩,燃料类型,燃油标号,供油方式,排放标准,驱动方式,助力类型,前悬挂类型,后悬挂类型,前制动类型,后制动类型,驻车制动类型,前轮胎规格,后轮胎规格,主副驾驶安全气囊,前后排侧气囊,前后排头部气囊,胎压检测,车内中控锁,儿童座椅接口,无钥匙启动系统,防抱死系统,车身稳定控制,电动天窗,全景天窗,电动吸合门,感应后备箱,感应雨刷,前后电动车窗,后视镜电动调节,后视镜电动调节,后视镜加热,多功能方向盘,定速巡航,空调,自动空调,GPS导航,倒车雷达,倒车影像系统,真皮座椅,前后排座椅加热,事故排查,泡水排查,火烧排查,机舱项,底盘悬架项,安全系统,外部配置,内部配置,灯光系统,高科技配置,随车工具,仪表台指示灯,发动机状态,变速箱及转向,缺陷项检测,漆面修复检测,钣金修复检测,外观件更换检测 
Jeep牧马人 2012款 3.6L 四门版 Rubicon(进口),Jeep牧马人,2012款,36.60,59.70,2012-12,4.2万公里,西安,国四,自动,14640元（车价x4%，最低3500元） ,Jeep(进口),中型SUV,3.6L 284马力 V6,5档手自一体变速箱(AT),4门5座SUV,4751/1877/1840,2947,498,2050,3.6,自然吸气,V6,284,347,汽油,92号,多点电喷,国四,分时四驱,机械液压助力,五连杆整体桥式非独立悬架，前稳定杆,五连杆整体桥式非独立悬架，带稳定杆,通风盘式,盘式,-,245/75 R17,245/75 R17,正常/正常,无/无,无/无,标配,标配,标配,无,标配,标配,无,无,无,无,无,标配,标配/标配,标配,标配,标配,标配,标配,标配,无,无,无,标配,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
奥迪A4L 2013款 35 TFSI 自动舒适型,奥迪A4L,2013款,18.80,35.80,2013-01,4.56万公里,西安,国四,自动,7520元（车价x4%，最低3500元） ,一汽-大众奥迪,中型车,2.0T 180马力 L4,8档无级变速箱(CVT),4门5座三厢车,4761/1826/1439,2869,480,1600,2.0,涡轮增压,L4,180,320,汽油,95号,直喷,国四,-,电动助力,五连杆式独立悬架,梯形连杆式独立悬架,通风盘式,盘式,-,225/55 R16,225/55 R16,正常/正常,正常/正常,正常/正常,标配,标配,标配,无,标配,标配,标配,无,无,无,无,无,标配/标配,标配,标配,标配,标配,标配,标配,无,标配,无,标配,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0
三菱帕杰罗 2015款 3.0L 自动精英超越版 国V(进口),三菱帕杰罗,2015款,32.80,50.80,2015-05,6.9万公里,西安,国五,自动,13120元（车价x4%，最低3500元） ,三菱(进口),中大型SUV,3.0L 174马力 V6,5档手自一体变速箱(AT),5门7座SUV,4900/1875/1900,2780,-,2155,3.0,自然吸气,V6,174,255,汽油,92号,多点电喷,国五,全时四驱,机械液压助力,双横臂式独立悬架,多连杆独立悬架,通风盘式,通风盘式,-,265/65 R17,265/65 R17,正常/正常,正常/无,正常/正常,无,标配,标配,无,标配,标配,标配,无,无,无,标配,标配,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,无,标配,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
奔驰E级 2012款 E 260 CGI Coupe(进口),奔驰E级,2012款,29.59,67.10,2013-08,3.9万公里,西安,国四,自动,11836元（车价x4%，最低3500元） ,奔驰(进口),中大型车,1.8T 204马力 L4,7档手自一体变速箱(AT),2门4座硬顶跑车,4701/1786/1393,2760,-,1575,1.8,涡轮增压,L4,204,310,汽油,95号,直喷,国四,,电子液压助力,四连杆独立悬架,多连杆独立悬架,通风盘式,通风盘式,-,235/40 R18,255/35 R18,正常/正常,正常/正常,正常/正常,标配,标配,标配,无,标配,标配,标配,标配,无,无,标配,无,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Jeep牧马人 2014款 3.0L 四门版 Sahara(进口),Jeep牧马人,2014款,38.00,47.70,2015-07,2.61万公里,西安,国四,自动,15200元（车价x4%，最低3500元） ,Jeep(进口),中型SUV,3.0L 234马力 V6,5档手自一体变速箱(AT),4门5座SUV,4751/1877/1840,2947,498,-,3.0,自然吸气,V6,234,285,汽油,92号,多点电喷,国四,分时四驱,机械液压助力,五连杆整体桥式非独立悬架，前稳定杆,五连杆整体桥式非独立悬架，带稳定杆,通风盘式,盘式,-,245/75 R17,245/75 R17,正常/正常,无/无,无/无,标配,标配,标配,无,标配,标配,无,无,无,无,无,标配,标配/标配,标配,标配,标配,标配,标配,标配,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
奥迪Q7 2011款 3.0 TFSI 技术型(200kW)(进口),奥迪Q7,2011款,38.00,95.00,2011-08,9.8万公里,西安,国五,自动,15200元（车价x4%，最低3500元） ,奥迪(进口),中大型SUV,3.0T 272马力 V6,8档手自一体变速箱(AT),5门5座SUV,5089/1983/1737,3013,775-20,2295,3.0,机械增压,V6,272,400,汽油,95号,直喷,国五,全时四驱,机械液压助力,带转向的双横臂悬架,多连杆独立悬架,通风盘式,通风盘式,-,255/55 R18,255/55 R18,正常/正常,正常/正常,正常/正常,标配,标配,标配,标配,标配,标配,标配,标配,无,无,标配,标配,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配/标配,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,1
青年莲花莲花L3 2010款 三厢 1.6L 自动精英型,青年莲花莲花L3,2010款,3.50,9.40,2012-07,7.89万公里,西安,国四,自动,3500元（车价x4%，最低3500元） ,莲花汽车,紧凑型车,1.6L 111马力 L4,4档自动变速箱(AT),4门5座三厢车,4477/1725/1465,2600,430,1245,1.6,自然吸气,L4,111,148,汽油,95号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架+横向稳定杆,多连杆悬架带横向稳定杆,通风盘式,盘式,-,195/60 R15,195/60 R15,正常/正常,无/无,无/无,无,标配,无,无,标配,无,无,无,无,无,无,无,标配/标配,标配,标配,标配,无,标配,无,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,1
奥迪A6L 2014款 30 FSI 技术型,奥迪A6L,2014款,28.80,46.60,2014-09,7.25万公里,西安,国四,自动,11520元（车价x4%，最低3500元） ,一汽-大众奥迪,中大型车,2.5L 190马力 V6,8档无级变速箱(CVT),4门5座三厢车,5015/1874/1455,3012,460,1800,2.5,自然吸气,V6,190,250,汽油,95号,直喷,国四,-,电动助力,五连杆式独立悬架,梯形连杆式独立悬架,通风盘式,通风盘式,-,225/55 R17,225/55 R17,正常/正常,正常/正常,正常/正常,标配,标配,标配,标配,标配,标配,标配,标配,无,无,标配,无,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配/标配,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0
奥迪Q5 2016款 40 TFSI 舒适型,奥迪Q5,2016款,39.50,52.00,2016-09,1.27万公里,西安,国四,自动,15800元（车价x4%，最低3500元） ,一汽-大众奥迪,中型SUV,2.0T 224马力 L4,8档手自一体变速箱(AT),5门5座SUV,4629/1898/1655,2807,540,-,2.0,涡轮增压,L4,224,350,汽油,95号,混合喷射,国四,全时四驱,电动助力,五连杆式独立悬架,梯形连杆式独立悬架,通风盘式,盘式,-,235/55 R19,235/55 R19,正常/正常,正常/正常,正常/正常,标配,标配,标配,标配,标配,标配,标配,标配,无,无,标配,标配,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
奥迪A6L 2016款 45 TFSI quattro 运动型,奥迪A6L,2016款,40.00,57.00,2016-09,1万公里,西安,国五,自动,16000元（车价x4%，最低3500元） ,一汽-大众奥迪,中大型车,3.0T 272马力 V6,7档双离合变速箱(DCT),4门5座三厢车,5036/1874/1466,3012,470,1960,3.0,机械增压,V6,272,400,汽油,95号,混合喷射,国五,全时四驱,电动助力,五连杆式独立悬架,梯形连杆式独立悬架,通风盘式,通风盘式,-,245/45 R18,245/45 R18,正常/正常,正常/正常,正常/正常,标配,标配,标配,标配,标配,标配,标配,无,无,无,标配,无,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeep牧马人 2015款 3.0L 四门舒享版 Sahara(进口),Jeep牧马人,2015款,39.50,49.90,2016-06,1.31万公里,西安,国四,自动,15800元（车价x4%，最低3500元） ,Jeep(进口),中型SUV,3.0L 234马力 V6,5档手自一体变速箱(AT),4门5座SUV,4751/1877/1840,2947,498,-,3.0,自然吸气,V6,234,285,汽油,92号,多点电喷,国四,分时四驱,机械液压助力,五连杆整体桥式非独立悬架，前稳定杆,五连杆整体桥式非独立悬架，带稳定杆,通风盘式,盘式,-,245/75 R17,245/75 R17,正常/正常,无/无,无/无,标配,标配,标配,无,标配,标配,无,无,无,无,无,标配,标配/标配,标配,标配,标配,标配,标配,标配,无,无,无,标配,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
凯迪拉克ATS-L 2014款 28T 领先型,凯迪拉克ATS-L,2014款,22.80,45.50,2014-09,4.2万公里,西安,国四,自动,9120元（车价x4%，最低3500元） ,上汽通用凯迪拉克,中型车,2.0T 279马力 L4,6档手自一体变速箱(AT),4门5座三厢车,4730/1824/1421,2860,-,1600,2.0,涡轮增压,L4,279,400,汽油,95号,直喷,国四,,电动助力,双球节麦弗逊悬挂,多连杆独立悬架,通风盘式,通风盘式,-,225/40 R18,255/35 R18,正常/正常,正常/正常,正常/正常,标配,标配,标配,标配,标配,标配,标配,无,无,无,标配,无,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配/无,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,3,0,1
大众POLO 2009款 Sporty 1.6L 自动版,大众POLO,2009款,4.70,11.70,2010-06,8.8万公里,西安,国四,自动,3500元（车价x4%，最低3500元） ,上汽大众,小型车,1.6L 105马力 L4,6档手自一体变速箱(AT),5门5座两厢车,3916/1650/1465,2460,250,1186,1.6,自然吸气,L4,105,155,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,非独立非驱动桥,通风盘式,鼓式,-,205/45 R16,205/45 R16,正常/正常,无/无,无/无,无,标配,标配,无,标配,无,标配,无,无,无,无,标配,标配/标配,标配,标配,无,无,标配,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0
沃尔沃S60L 2016款 2.0T T4 智远版,沃尔沃S60L,2016款,21.80,33.60,2016-01,1.99万公里,西安,国五,自动,8720元（车价x4%，最低3500元） ,沃尔沃亚太,中型车,2.0T 190马力 L4,6档手自一体变速箱(AT),4门5座三厢车,4715/1866/1481,2856,380,1629,2.0,涡轮增压,L4,190,300,汽油,95号,直喷,国五,,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,235/45 R17,235/45 R17,正常/正常,正常/无,正常/正常,标配,标配,标配,无,标配,标配,标配,无,无,无,无,无,标配/标配,标配,标配,标配,标配,标配,标配,加装,标配,加装,标配,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
铃木吉姆尼 2011款 1.3 MT双色导航版(进口),铃木吉姆尼,2011款,8.10,16.10,2012-01,12.75万公里,西安,国四,手动,3500元（车价x4%，最低3500元） ,铃木(进口),小型SUV,1.3L 85马力 L4,5档手动变速箱(MT),3门4座SUV,3665/1600/1705,2250,113-81,1060,1.3,自然吸气,L4,85,110,汽油,92号,多点电喷,国四,分时四驱,机械液压助力,三连杆硬轴连螺旋弹簧,三连杆硬轴连螺旋弹簧,盘式,鼓式,-,205/70 R15,205/70 R15,正常/正常,无/无,无/无,无,标配,无,无,标配,无,无,无,无,无,无,标配,标配/无,标配,无,无,无,标配,无,标配,无,无,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,0
沃尔沃XC60 2010款 3.0T T6 R-Design 个性运动版(进口),沃尔沃XC60,2010款,18.00,66.20,2010-08,13.9万公里,西安,国四,自动,7200元（车价x4%，最低3500元） ,沃尔沃(进口),中型SUV,3.0T 285马力 L6,6档自动变速箱(AT),5门5座SUV,4628/1891/1713,2774,490-14,1944,3.0,涡轮增压,L6,285,400,汽油,95号,多点电喷,国四,全时四驱,电子液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,通风盘式,-,235/60 R18,235/60 R18,正常/正常,正常/无,正常/正常,无,标配,无,标配,标配,标配,标配,标配,无,无,标配,标配,标配/标配,标配,标配,标配,标配,标配,标配,无,标配,无,标配,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,1
宝马5系 2013款 530Li 领先型,宝马5系,2013款,29.00,60.70,2013-05,7.85万公里,西安,国四,自动,11600元（车价x4%，最低3500元） ,华晨宝马,中大型车,3.0L 258马力 L6,8档手自一体变速箱(AT),4门5座三厢车,5039/1860/1492,3108,520,1815,3.0,自然吸气,L6,258,310,汽油,95号,多点电喷,国四,-,机械液压助力,双叉臂式独立悬架,多连杆独立悬架,通风盘式,通风盘式,-,245/45 R18,245/45 R18,正常/正常,正常/无,正常/正常,标配,标配,标配,标配,标配,标配,标配,无,无,无,标配,无,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0
五菱荣光 2014款 1.2L S 基本型,五菱荣光,2014款,2.50,4.80,2014-02,4.4万公里,西安,国四,手动,3000元（车价x4%，最低3000元） ,上汽通用五菱,微面,1.2L 82马力 L4,5档手动变速箱(MT),客车,4135/1660/1870,2700,-,1205,1.2,自然吸气,L4,82,116,汽油,92号,多点电喷,国四,,无助力,麦弗逊式独立悬挂,纵置钢板弹簧,盘式,鼓式,-,175/70 R14,175/70 R14,无/无,无/无,无/无,无,无,无,无,无,无,无,无,无,无,无,无,无/无,无,无,无,无,无,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
本田杰德 2013款 1.8L 自动舒适版 5座,本田杰德,2013款,11.20,16.30,2015-01,5.3万公里,西安,国四,自动,4480元（车价x4%，最低3500元） ,东风本田,紧凑型车,1.8L 141马力 L4,5档自动变速箱(AT),5门5座两厢车,4660/1775/1500,2760,-,1423,1.8,自然吸气,L4,141,174,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,双横臂式独立悬架,通风盘式,盘式,-,215/50 R17,215/50 R17,正常/正常,正常/无,无/无,无,标配,标配,无,标配,无,无,无,无,无,无,标配,标配/标配,标配,无,标配,无,标配,标配,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
林肯MKX 2015款 2.7T 四驱尊耀版,林肯MKX,2015款,49.00,60.80,2016-01,3.35万公里,西安,国五,自动,19600元（车价x4%，最低3500元） ,林肯,中大型SUV,2.7T 340马力 V6,6档手自一体变速箱(AT),5门5座SUV,4844/1936/1695,2849,739-14,2123,2.7,双涡轮增压,V6,340,542,汽油,92号,直喷,国五,适时四驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,245/50 R20,245/50 R20,正常/正常,正常/无,正常/正常,标配,标配,标配,标配,标配,标配,标配,标配,无,标配,标配,标配,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配/标配,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1
英菲尼迪FX系列 2011款 FX35 标准版(进口),英菲尼迪FX系列,2011款,31.00,85.60,2012-02,13.4万公里,西安,国四,自动,12400元（车价x4%，最低3500元） ,英菲尼迪(进口),中大型SUV,3.5L 332马力 V6,7档手自一体变速箱(AT),5门5座SUV,4862/1928/1679,2885,-,2002,3.5,自然吸气,V6,332,350,汽油,95号,多点电喷,国四,全时四驱,电子液压助力,独立双叉式悬架+横向稳定杆,多连杆式独立悬架+横向稳定杆,通风盘式,通风盘式,-,265/45 R21,265/45 R21,正常/正常,正常/正常,正常/正常,标配,标配,标配,标配,标配,标配,标配,无,无,无,标配,标配,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,1
五菱之光 2013款 1.0L 基本型,五菱之光,2013款,1.95,3.60,2014-04,3.2万公里,西安,国四,手动,3000元（车价x4%，最低3000元） ,上汽通用五菱,微面,1.0L 61马力 L4,5档手动变速箱(MT),客车,3810/1510/1820,2500,-,-,1.0,自然吸气,L4,61,85,汽油,92号,多点电喷,国四,,无助力,麦弗逊式独立悬挂,纵置钢板弹簧,盘式,鼓式,-,165/70 R13,165/70 R13,无/无,无/无,无/无,无,无,无,无,无,无,无,无,无,无,无,无,无/无,无,无,无,无,无,无,加装,无,加装,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
比亚迪唐 2015款 2.0T 四驱旗舰型,比亚迪唐,2015款,19.80,30.40,2016-09,0.39万公里,西安,国五,自动,7920元（车价x4%，最低3500元） ,比亚迪,中型SUV,2.0T 205马力 L4,6档双离合变速箱(DCT),5门5座SUV,4815/1855/1720,2720,1084-2,2220,2.0,涡轮增压,L4,205,320,插电式混合动力,92号,直喷,国五,全时四驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,235/55 R18,235/55 R18,正常/正常,正常/正常,正常/正常,标配,标配,标配,标配,标配,标配,标配,标配,无,无,无,标配,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
丰田凯美瑞 2013款 2.0G 舒适版,丰田凯美瑞,2013款,13.00,20.60,2013-07,5.7万公里,西安,国四,自动,5200元（车价x4%，最低3500元） ,广汽丰田,中型车,2.0L 148马力 L4,4档手自一体变速箱(AT),4门5座三厢车,4825/1825/1480,2775,-,1465,2.0,自然吸气,L4,148,190,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,双连杆独立悬架,通风盘式,盘式,-,215/60 R16,215/60 R16,正常/正常,正常/无,无/无,无,标配,标配,加装,标配,无,标配,无,无,无,无,无,标配/标配,标配,标配,标配,无,标配,标配,加装,无,加装,标配,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
本田XR-V 2015款 1.8L EXi  CVT舒适版,本田XR-V,2015款,14.00,16.30,2016-08,1.18万公里,西安,国四,自动,5600元（车价x4%，最低3500元） ,东风本田,小型SUV,1.8L 136马力 L4,无级变速档无级变速箱(CVT),5门5座SUV,4270/1772/1605,2610,-,1295,1.8,自然吸气,L4,136,169,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,扭力梁式后悬架,通风盘式,盘式,-,215/55 R17,215/55 R17,正常/正常,正常/无,无/无,无,标配,标配,无,标配,标配,标配,标配,无,无,无,标配,标配/标配,标配,无,标配,无,标配,无,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
丰田凯美瑞 2010款 240G 豪华版,丰田凯美瑞,2010款,9.50,24.60,2010-04,12.7万公里,西安,国四,自动,3800元（车价x4%，最低3500元） ,广汽丰田,中型车,2.4L 167马力 L4,5档手自一体变速箱(AT),4门5座三厢车,4825/1820/1485,2775,504,-,2.4,自然吸气,L4,167,224,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,双连杆独立悬架,通风盘式,盘式,-,215/60 R16,215/60 R16,正常/正常,正常/无,正常/正常,无,标配,标配,标配,标配,标配,标配,无,无,无,无,无,标配/标配,标配,标配,标配,标配,标配,标配,加装,标配,加装,标配,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0
宝马5系 2013款 525Li 豪华型,宝马5系,2013款,29.98,53.70,2013-03,9.2万公里,西安,国四,自动,11992元（车价x4%，最低3500元） ,华晨宝马,中大型车,2.0T 218马力 L4,8档手自一体变速箱(AT),4门5座三厢车,5039/1860/1492,3108,520,1755,2.0,涡轮增压,L4,218,310,汽油,95号,直喷,国四,-,机械液压助力,双叉臂式独立悬架,多连杆独立悬架,通风盘式,通风盘式,-,225/55 R17,225/55 R17,正常/正常,正常/无,正常/正常,标配,标配,标配,标配,标配,标配,标配,无,无,无,标配,无,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配/标配,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0
荣威RX5 2016款 20T 两驱自动旗舰版,荣威RX5,2016款,13.00,15.10,2017-04,0.3万公里,西安,国五,自动,5200元（车价x4%，最低3500元） ,上汽集团,紧凑型SUV,1.5T 169马力 L4,7档双离合变速箱(DCT),5门5座SUV,4545/1855/1719,2700,595-16,-,1.5,涡轮增压,L4,169,250,汽油,92号,直喷,国五,-,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,215/60 R17,215/60 R17,正常/正常,无/无,无/无,标配,标配,标配,标配,标配,标配,标配,无,无,无,无,标配,标配/标配,标配,标配,标配,标配,标配,无,标配,标配,标配,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
福特锐界 2016款 EcoBoost 245 四驱豪锐型 7座,福特锐界,2016款,30.00,34.70,2015-12,5.6万公里,西安,国五,自动,12000元（车价x4%，最低3500元） ,长安福特,中型SUV,2.0T 245马力 L4,6档手自一体变速箱(AT),5门7座SUV,4878/1925/1770,2850,233-20,2030,2.0,涡轮增压,L4,245,350,汽油,92号,直喷,国五,适时四驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,245/55 R19,245/55 R19,正常/正常,正常/无,正常/正常,标配,标配,标配,标配,标配,标配,标配,标配,无,无,标配,标配,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
宝马3系 2012款 318i领先型(进口),宝马3系,2012款,14.60,32.50,2012-06,7.4万公里,西安,国四,自动,5840元（车价x4%，最低3500元） ,宝马(进口),中型车,2.0L 136马力 L4,6档手自一体变速箱(AT),4门5座三厢车,4531/1817/1421,2760,460,1465,2.0,自然吸气,L4,136,180,汽油,95号,多点电喷,国四,-,电动助力,双球节弹簧减振支柱前桥,多连杆独立悬架,通风盘式,通风盘式,-,205/55 R16,205/55 R16,正常/正常,正常/无,正常/正常,标配,标配,标配,标配,标配,标配,标配,无,无,无,标配,无,标配/标配,标配,标配,标配,无,标配,标配,无,标配,无,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,1,0
丰田锐志 2010款 2.5V 风度菁英版,丰田锐志,2010款,12.98,24.90,2011-09,6.33万公里,西安,国四,自动,5192元（车价x4%，最低3500元） ,一汽丰田,中型车,2.5L 193马力 V6,6档手自一体变速箱(AT),4门5座三厢车,4735/1795/1450,2850,480,1545,2.5,自然吸气,V6,193,236,汽油,92号,多点电喷,国四,,电动助力,双叉杆式悬架,多连杆独立悬架,通风盘式,盘式,-,215/60 R16,215/60 R16,正常/正常,正常/正常,正常/正常,无,标配,标配,无,标配,标配,标配,无,无,无,无,无,标配/标配,标配,无,标配,无,标配,标配,加装,无,加装,标配,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,4
奥迪Q3 2013款 35 TFSI 舒适型,奥迪Q3,2013款,22.00,34.30,2014-03,5.02万公里,西安,国四,自动,8800元（车价x4%，最低3500元） ,一汽-大众奥迪,紧凑型SUV,2.0T 170马力 L4,7档双离合变速箱(DCT),5门5座SUV,4385/1831/1608,2603,460,1560,2.0,涡轮增压,L4,170,280,汽油,95号,直喷,国四,-,电动助力,麦弗逊式独立悬架,四连杆独立悬架,通风盘式,盘式,-,235/55 R17,235/55 R17,正常/正常,正常/无,正常/正常,标配,标配,标配,无,标配,标配,标配,标配,无,无,标配,标配,标配/标配,标配,标配,标配,无,标配,标配,无,标配,无,标配,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0
起亚智跑 2015款 2.0L 自动两驱版GLS,起亚智跑,2015款,12.98,18.80,2016-03,2.87万公里,西安,国四,自动,5192元（车价x4%，最低3500元） ,东风悦达起亚,紧凑型SUV,2.0L 165马力 L4,6档手自一体变速箱(AT),5门5座SUV,4450/1855/1660,2640,-,1470,2.0,自然吸气,L4,165,199,汽油,92号,多点电喷,国四,-,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,225/60 R17,225/60 R17,正常/正常,正常/无,无/无,无,标配,标配,标配,标配,标配,标配,无,无,无,无,标配,标配/标配,标配,无,标配,无,标配,标配,无,标配,标配,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0
力帆迈威 2016款 1.5L 手动精英型,力帆迈威,2016款,5.40,7.30,2016-12,1.88万公里,西安,国四,手动,3500元（车价x4%，最低3500元） ,力帆汽车,紧凑型SUV,1.5L 109马力 L4,5档手动变速箱(MT),5门7座SUV,4440/1760/1730,2720,-,1400,1.5,自然吸气,L4,109,145,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架+横向稳定杆,后导向杆式非独立悬架,通风盘式,盘式,-,205/65 R16,205/65 R16,正常/正常,无/无,无/无,无,标配,标配,标配,标配,无,标配,无,无,无,无,标配,标配/标配,标配,无,标配,无,标配,无,无,标配,标配,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
丰田RAV4 2013款 2.0L CVT四驱新锐版,丰田RAV4,2013款,16.50,24.90,2015-01,4.72万公里,西安,国四,自动,6600元（车价x4%，最低3500元） ,一汽丰田,紧凑型SUV,2.0L 147马力 L4,无级变速档无级变速箱(CVT),5门5座SUV,4570/1845/1670,2660,-,1590,2.0,自然吸气,L4,147,187,汽油,92号,多点电喷,国四,适时四驱,电动助力,麦弗逊式独立悬架,双叉臂独立悬架,通风盘式,盘式,-,225/65 R17,225/65 R17,正常/正常,正常/无,正常/正常,标配,标配,标配,标配,标配,标配,标配,无,无,无,无,标配,标配/标配,标配,标配,标配,标配,标配,标配,无,标配,标配,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
宝马X1 2014款 sDrive18i 时尚型,宝马X1,2014款,20.40,30.90,2015-02,3.27万公里,西安,国四,自动,8160元（车价x4%，最低3500元） ,华晨宝马,紧凑型SUV,2.0T 156马力 L4,8档手自一体变速箱(AT),5门5座SUV,4484/1798/1577,2760,-,1605,2.0,涡轮增压,L4,156,240,汽油,95号,直喷,国四,-,电动助力,双球节弹簧减振支柱前桥,五连杆独立悬架,通风盘式,通风盘式,-,225/50 R17,225/50 R17,正常/正常,正常/无,正常/正常,标配,标配,标配,无,标配,标配,标配,标配,无,无,标配,标配,标配/标配,标配,无,标配,无,标配,无,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0
