总车型,车型1,款式年份,卖家报价(万),新车指导价(万),上牌时间,公里数,上牌城市,排放标准,变速箱1,服务费,厂商,级别,发动机,变速箱详情,车身结构,长宽高,轴承,行李容积,整备质量,排量,进气形式,气缸,最大马力,最大扭矩,燃料类型,燃油标号,供油方式,排放标准,驱动方式,助力类型,前悬挂类型,后悬挂类型,前制动类型,后制动类型,驻车制动类型,前轮胎规格,后轮胎规格,主副驾驶安全气囊,前后排侧气囊,前后排头部气囊,胎压检测,车内中控锁,儿童座椅接口,无钥匙启动系统,防抱死系统,车身稳定控制,电动天窗,全景天窗,电动吸合门,感应后备箱,感应雨刷,前后电动车窗,后视镜电动调节,后视镜电动调节,后视镜加热,多功能方向盘,定速巡航,空调,自动空调,GPS导航,倒车雷达,倒车影像系统,真皮座椅,前后排座椅加热,事故排查,泡水排查,火烧排查,机舱项,底盘悬架项,安全系统,外部配置,内部配置,灯光系统,高科技配置,随车工具,仪表台指示灯,发动机状态,变速箱及转向,缺陷项检测,漆面修复检测,钣金修复检测,外观件更换检测 
比亚迪宋 2016款 1.5TI 手动豪华型,比亚迪宋,2016款,8.20,11.60,2016-09,1.84万公里,成都,国四,手动,3500元（车价x4%，最低3500元） ,比亚迪,紧凑型SUV,1.5T 154马力 L4,6档手动变速箱(MT),5门5座SUV,4565/1830/1720,2660,-,-,1.5,涡轮增压,L4,154,240,汽油,92号,直喷,国四,,机械液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,225/65 R17,225/65 R17,正常/正常,无/无,无/无,无,标配,标配,标配,标配,标配,标配,无,无,无,无,标配,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,加装,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
大众捷达 2013款 1.4L 手动舒适型,大众捷达,2013款,5.46,10.10,2014-05,8.32万公里,成都,国四,手动,3500元（车价x4%，最低3500元） ,一汽-大众,紧凑型车,1.4L 90马力 L4,5档手动变速箱(MT),4门5座三厢车,4487/1706/1470,2603,466,1120,1.4,自然吸气,L4,90,132,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,复合扭力梁式非独立悬架,通风盘式,鼓式,-,185/60 R15,185/60 R15,正常/正常,无/无,无/无,无,标配,标配,无,标配,无,标配,无,无,无,无,无,标配/标配,标配,标配,无,标配,标配,无,加装,无,加装,加装,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2
标致301 2016款 1.6L 自动舒适版,标致301,2016款,7.00,10.60,2017-04,0.77万公里,成都,国四,自动,3500元（车价x4%，最低3500元） ,东风标致,紧凑型车,1.6L 117马力 L4,6档手自一体变速箱(AT),4门5座三厢车,4442/1748/1476,2652,485,1203,1.6,自然吸气,L4,117,150,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架+横向稳定杆,可变形横梁式准独立后悬架,通风盘式,盘式,-,185/65 R15,185/65 R15,正常/正常,无/无,无/无,无,标配,标配,无,标配,无,无,无,无,无,无,无,标配/标配,标配,无,无,无,标配,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
奇瑞瑞虎 2009款 经典版 1.6L 手动舒适型,奇瑞瑞虎,2009款,2.20,9.20,2010-06,10.2万公里,成都,国四,手动,3000元（车价x4%，最低3000元） ,奇瑞汽车,小型SUV,1.6L 108马力 L4,5档手动变速箱(MT),5门5座SUV,4285/1765/1705,2510,520,1375,1.6,自然吸气,L4,108,147,汽油,92号,多点电喷,国四,-,机械液压助力,麦弗逊式独立悬架,双连杆拖曳臂式独立悬架,通风盘式,盘式,-,215/65 R16,215/65 R16,正常/正常,无/无,无/无,无,标配,无,无,标配,无,无,无,无,无,无,标配,标配/标配,标配,无,无,无,标配,无,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
日产颐达 2008款 1.6L 手动时尚型,日产颐达,2008款,3.58,11.60,2010-09,5.36万公里,成都,国三,手动,3500元（车价x4%，最低3500元） ,东风日产,紧凑型车,1.6L 109马力 L4,5档手动变速箱(MT),4门5座三厢车,4480/1695/1535,2600,467,1150,1.6,自然吸气,L4,109,153,汽油,92号,多点电喷,国三,,电子液压助力,麦弗逊式独立悬架,带稳定杆扭力梁式后悬架,盘式,盘式,-,185/65 R15,185/65 R15,正常/正常,无/无,无/无,无,标配,无,无,标配,无,无,无,无,无,标配,无,标配/标配,标配,标配,无,无,标配,无,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0
雪佛兰乐骋 2009款 1.2SL MT,雪佛兰乐骋,2009款,1.80,7.80,2009-08,10.35万公里,成都,国四,手动,3000元（车价x4%，最低3000元） ,上汽通用雪佛兰,小型车,1.2L 87马力 L4,5档手动变速箱(MT),5门5座两厢车,3920/1680/1499,2480,195,1095,1.2,自然吸气,L4,87,112,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,扭力梁式非独立悬架,盘式,鼓式,-,185/60 R14,185/60 R14,正常/正常,正常/无,无/无,无,无,无,无,标配,无,无,无,无,无,无,标配,标配/标配,无,无,无,无,标配,无,无,加装,无,加装,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0
福特翼虎 2015款 2.0L GTDi 四驱运动型,福特翼虎,2015款,17.20,28.50,2015-10,5万公里,成都,国四,自动,6880元（车价x4%，最低3500元） ,长安福特,紧凑型SUV,2.0T 242马力 L4,6档手自一体变速箱(AT),5门5座SUV,4524/1838/1695,2690,-,-,2.0,涡轮增压,L4,242,350,汽油,92号,直喷,国四,适时四驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,235/50 R18,235/50 R18,正常/正常,正常/无,正常/正常,标配,标配,标配,标配,标配,标配,标配,标配,无,无,标配,标配,标配/标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0
起亚K2 2012款 三厢 1.4L MT GLS纪念版,起亚K2,2012款,4.48,8.50,2014-04,7.03万公里,成都,国四,手动,3500元（车价x4%，最低3500元） ,东风悦达起亚,小型车,1.4L 107马力 L4,5档手动变速箱(MT),4门5座三厢车,4370/1700/1460,2570,-,1039,1.4,自然吸气,L4,107,135,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,鼓式,-,175/70 R14,175/70 R14,正常/正常,无/无,无/无,无,标配,无,无,标配,无,无,无,无,无,无,无,标配/标配,标配,无,无,无,标配,无,无,标配,无,无,无/无,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
大众朗逸 2013款 1.4TSI DSG舒适版,大众朗逸,2013款,8.20,16.10,2012-11,6.3万公里,成都,国四,自动,3500元（车价x4%，最低3500元） ,上汽大众,紧凑型车,1.4T 131马力 L4,7档双离合变速箱(DCT),4门5座三厢车,4605/1765/1460,2610,478,1325,1.4,涡轮增压,L4,131,220,汽油,95号,直喷,国四,,机械液压助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,-,205/55 R16,205/55 R16,正常/正常,正常/无,无/无,标配,标配,标配,无,标配,标配,标配,无,无,无,无,无,标配/标配,标配,标配,无,无,标配,无,加装,标配,加装,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,1
别克英朗 2010款 GT 1.6L 手动进取版,别克英朗,2010款,5.80,14.90,2011-08,7.82万公里,成都,国四,手动,3500元（车价x4%，最低3500元） ,上汽通用别克,紧凑型车,1.6L 121马力 L4,5档手动变速箱(MT),4门5座三厢车,4671/1815/1478,2685,455,1380,1.6,自然吸气,L4,121,150,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,复合扭力梁式非独立悬架,通风盘式,盘式,-,205/60 R16,205/60 R16,正常/正常,正常/无,无/无,无,标配,标配,无,标配,无,标配,无,无,无,无,无,标配/标配,标配,无,标配,无,标配,标配,无,标配,无,无,无/无,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,2
长安悦翔 2012款 三厢 1.5L 手动豪华型,长安悦翔,2012款,2.03,6.60,2011-12,7.3万公里,成都,国四,手动,3000元（车价x4%，最低3000元） ,长安汽车,小型车,1.5L 114马力 L4,5档手动变速箱(MT),4门5座三厢车,4360/1710/1475,2515,-,-,1.5,自然吸气,L4,114,145,汽油,92号,多点电喷,国四,,机械液压助力,副车架配合麦弗逊式独立悬架,H型扭力梁式非独立悬架,通风盘式,盘式,-,185/65 R14,185/65 R14,正常/正常,无/无,无/无,无,标配,无,无,标配,无,无,无,无,无,无,无,标配/标配,标配,无,标配,无,标配,无,无,加装,无,加装,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,0
福特翼虎 2013款 2.0L GTDi 四驱精英型,福特翼虎,2013款,16.60,27.40,2015-01,3.37万公里,成都,国四,自动,6640元（车价x4%，最低3500元） ,长安福特,紧凑型SUV,2.0T 242马力 L4,6档手自一体变速箱(AT),5门5座SUV,4524/1838/1695,2690,-,1756,2.0,涡轮增压,L4,242,350,汽油,92号,直喷,国四,适时四驱,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,235/50 R18,235/50 R18,正常/正常,正常/无,正常/正常,无,标配,标配,无,标配,标配,标配,标配,无,无,标配,标配,标配/标配,标配,标配,标配,标配,标配,标配,加装,标配,标配,标配,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
大众宝来 2011款 1.6L 手动时尚型,大众宝来,2011款,4.68,11.70,2011-02,12.05万公里,成都,国四,手动,3500元（车价x4%，最低3500元） ,一汽-大众,紧凑型车,1.6L 105马力 L4,5档手动变速箱(MT),4门5座三厢车,4540/1775/1467,2610,450,1265,1.6,自然吸气,L4,105,155,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,-,195/65 R15,195/65 R15,正常/正常,无/无,无/无,无,标配,无,无,标配,无,无,无,无,无,无,无,标配/标配,标配,无,无,无,标配,无,无,加装,无,加装,无/无,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,1
沃尔沃S60 2012款 2.0T T5 舒适版(进口),沃尔沃S60,2012款,14.50,34.70,2012-08,6万公里,成都,国四,自动,5800元（车价x4%，最低3500元） ,沃尔沃(进口),中型车,2.0T 240马力 L4,6档双离合变速箱(DCT),4门5座三厢车,4628/1865/1484,2776,380,1587,2.0,涡轮增压,L4,240,320,汽油,95号,直喷,国四,-,电子液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,215/50 R17,215/50 R17,正常/正常,正常/无,正常/正常,无,标配,标配,标配,标配,标配,标配,无,无,无,无,无,标配/标配,标配,标配,标配,无,标配,标配,无,标配,无,标配,无/无,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,2,0
大众高尔夫 2014款 1.4TSI 自动舒适型,大众高尔夫,2014款,10.26,16.80,2014-04,6.1万公里,成都,国五,自动,4104元（车价x4%，最低3500元） ,一汽-大众,紧凑型车,1.4T 131马力 L4,7档双离合变速箱(DCT),5门5座两厢车,4255/1799/1452,2637,380,1280,1.4,涡轮增压,L4,131,225,汽油,95号,直喷,国五,,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,-,205/55 R16,205/55 R16,正常/正常,正常/无,无/无,标配,标配,标配,无,标配,标配,标配,无,无,无,无,标配,标配/标配,标配,标配,无,标配,标配,无,加装,标配,加装,加装,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0
雪佛兰科鲁兹 2013款 1.6L SL MT,雪佛兰科鲁兹,2013款,5.98,11.80,2013-07,8.87万公里,成都,国四,手动,3500元（车价x4%，最低3500元） ,上汽通用雪佛兰,紧凑型车,1.6L 121马力 L4,5档手动变速箱(MT),4门5座三厢车,4598/1797/1477,2685,400,1360,1.6,自然吸气,L4,121,155,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,鼓式,-,205/65 R15,205/65 R15,正常/正常,无/无,无/无,无,标配,标配,无,标配,无,无,无,无,无,无,无,标配/标配,标配,无,无,无,标配,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,5,0
起亚K2 2015款 三厢 1.4L AT GLS,起亚K2,2015款,5.70,9.30,2016-08,2.87万公里,成都,国四,自动,3500元（车价x4%，最低3500元） ,东风悦达起亚,小型车,1.4L 107马力 L4,4档自动变速箱(AT),4门5座三厢车,4378/1700/1460,2570,-,1083,1.4,自然吸气,L4,107,135,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,-,175/70 R14,175/70 R14,正常/正常,无/无,无/无,无,标配,无,无,标配,无,无,无,无,无,无,无,标配/标配,标配,无,无,无,标配,无,无,标配,无,无,无/无,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
大众朗逸 2013款 改款经典 1.6L 自动舒适版,大众朗逸,2013款,8.64,15.00,2014-05,2.76万公里,成都,国四,自动,3500元（车价x4%，最低3500元） ,上汽大众,紧凑型车,1.6L 110马力 L4,6档手自一体变速箱(AT),4门5座三厢车,4605/1765/1460,2610,478,-,1.6,自然吸气,L4,110,155,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,-,205/55 R16,205/55 R16,正常/正常,正常/无,无/无,标配,标配,标配,无,标配,标配,标配,无,无,无,无,无,标配/标配,标配,标配,无,无,标配,无,加装,标配,加装,标配,无/无,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0
雪佛兰迈锐宝 2014款 2.0L 自动舒适版,雪佛兰迈锐宝,2014款,10.24,18.40,2015-01,4.82万公里,成都,国四,自动,4096元（车价x4%，最低3500元） ,上汽通用雪佛兰,中型车,2.0L 154马力 L4,6档手自一体变速箱(AT),4门5座三厢车,4869/1854/1472,2737,544,1565,2.0,自然吸气,L4,154,190,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,225/55 R17,225/55 R17,正常/正常,正常/正常,正常/正常,无,标配,标配,无,标配,无,标配,无,无,无,无,无,标配/标配,标配,标配,无,无,标配,无,无,标配,加装,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0
力帆320 2012款 冠军版 1.3L 手动酷跃型,力帆320,2012款,1.80,4.20,2014-08,3.08万公里,成都,国四,手动,3000元（车价x4%，最低3000元） ,力帆汽车,小型车,1.3L 88马力 L4,5档手动变速箱(MT),5门5座两厢车,3745/1620/1430,2340,300,-,1.3,自然吸气,L4,88,110,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架+横向稳定杆,麦弗逊式独立悬架+横向稳定杆,盘式,鼓式,-,165/70 R14,165/70 R14,无/无,无/无,无/无,无,标配,无,无,标配,无,无,无,无,无,无,无,标配/标配,标配,无,无,无,标配,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,0
日产逍客 2012款 2.0XL 火 6MT 2WD,日产逍客,2012款,9.00,16.50,2013-03,2.4万公里,成都,国四,手动,3600元（车价x4%，最低3500元） ,东风日产,紧凑型SUV,2.0L 144马力 L4,6档手动变速箱(MT),5门5座SUV,4315/1783/1606,2630,352-15,1376,2.0,自然吸气,L4,144,198,汽油,92号,多点电喷,国四,-,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,215/65 R16,215/65 R16,正常/正常,正常/正常,正常/正常,无,标配,标配,标配,标配,无,无,无,无,无,无,标配,标配/标配,标配,标配,无,无,标配,无,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0
沃尔沃XC60 2013款 2.0T T5 舒适版(进口),沃尔沃XC60,2013款,20.50,44.50,2013-06,5.32万公里,成都,国四,自动,8200元（车价x4%，最低3500元） ,沃尔沃(进口),中型SUV,2.0T 240马力 L4,6档双离合变速箱(DCT),5门5座SUV,4627/1891/1713,2774,490-14,1748,2.0,涡轮增压,L4,240,320,汽油,95号,直喷,国四,-,电子液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,通风盘式,-,235/60 R18,235/60 R18,正常/正常,正常/无,正常/正常,无,标配,标配,无,标配,标配,标配,标配,无,无,标配,标配,标配/标配,标配,标配,标配,标配,标配,标配,无,标配,无,标配,标配/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,0
大众宝来 2016款 1.6L 手动舒适型,大众宝来,2016款,9.30,13.00,2016-06,4.1万公里,成都,国五,手动,3720元（车价x4%，最低3500元） ,一汽-大众,紧凑型车,1.6L 110马力 L4,5档手动变速箱(MT),4门5座三厢车,4562/1793/1468,2614,490,1220,1.6,自然吸气,L4,110,155,汽油,92号,多点电喷,国五,,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,-,205/55 R16,205/55 R16,正常/正常,无/无,无/无,标配,标配,标配,无,标配,标配,标配,无,无,无,无,无,标配/标配,标配,标配,无,标配,标配,无,无,标配,无,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1
大众宝来 2012款 1.6L 手动时尚超值版,大众宝来,2012款,5.20,11.90,2012-09,8万公里,成都,国四,手动,3500元（车价x4%，最低3500元） ,一汽-大众,紧凑型车,1.6L 105马力 L4,5档手动变速箱(MT),4门5座三厢车,4540/1775/1467,2610,450,1265,1.6,自然吸气,L4,105,155,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,-,205/55 R16,205/55 R16,正常/正常,无/无,无/无,无,标配,无,无,标配,无,标配,无,无,无,无,无,标配/标配,标配,无,无,无,标配,无,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,4,0
长安CS35 2014款 1.6L 手动豪华型 国IV,长安CS35,2014款,5.30,9.00,2014-02,5.56万公里,成都,国四,手动,3500元（车价x4%，最低3500元） ,长安汽车,小型SUV,1.6L 125马力 L4,5档手动变速箱(MT),5门5座SUV,4160/1810/1670,2560,-,1270,1.6,自然吸气,L4,125,160,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,扭力梁式后悬架,通风盘式,盘式,-,215/50 R17,215/50 R17,正常/正常,正常/无,无/无,无,标配,标配,无,标配,无,标配,无,无,无,无,标配,标配/标配,标配,无,标配,无,标配,无,加装,标配,加装,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1
吉利金刚 2010款 1.5L 手动无敌版,吉利金刚,2010款,1.80,5.30,2012-01,2.86万公里,成都,国四,手动,3000元（车价x4%，最低3000元） ,吉利汽车,小型车,1.5L 94马力 L4,5档手动变速箱(MT),4门5座三厢车,4342/1692/1435,2502,450,-,1.5,自然吸气,L4,94,128,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,鼓式,-,185/60 R15,185/60 R15,无/无,无/无,无/无,无,标配,无,无,标配,无,无,无,无,无,无,无,标配/标配,标配,无,无,无,标配,无,无,无,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
大众速腾 2014款 1.4TSI 自动豪华型,大众速腾,2014款,9.18,18.20,2013-03,10.81万公里,成都,国四,自动,3672元（车价x4%，最低3500元） ,一汽-大众,紧凑型车,1.4T 131马力 L4,7档双离合变速箱(DCT),4门5座三厢车,4644/1778/1482,2651,510,1380,1.4,涡轮增压,L4,131,220,汽油,95号,直喷,国四,,电动助力,麦弗逊式独立悬架,扭力梁式后悬架,通风盘式,盘式,-,205/55 R16,205/55 R16,正常/正常,正常/无,无/无,标配,标配,标配,无,标配,标配,标配,无,无,无,无,无,标配/标配,标配,标配,标配,标配,标配,标配,加装,标配,加装,标配,无/无,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,2,0
大众POLO 2013款 1.4L 手动风尚版,大众POLO,2013款,4.75,9.30,2014-04,5.6万公里,成都,国四,手动,3500元（车价x4%，最低3500元） ,上汽大众,小型车,1.4L 86马力 L4,5档手动变速箱(MT),5门5座两厢车,3970/1682/1462,2470,250,1092,1.4,自然吸气,L4,86,132,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,鼓式,-,185/65 R14,185/65 R14,正常/正常,无/无,无/无,无,标配,标配,无,标配,无,无,无,无,无,无,标配,标配/标配,标配,无,无,无,标配,无,无,加装,无,加装,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,0
丰田雷凌 2014款 1.6G-L CVT领先版,丰田雷凌,2014款,9.80,14.50,2015-06,4.22万公里,成都,国四,自动,3920元（车价x4%，最低3500元） ,广汽丰田,紧凑型车,1.6L 122马力 L4,8档无级变速箱(CVT),4门5座三厢车,4630/1775/1480,2700,426,1295,1.6,自然吸气,L4,122,154,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,-,195/65 R15,195/65 R15,正常/正常,正常/无,无/无,无,标配,标配,无,标配,无,标配,无,无,无,无,无,标配/标配,标配,无,标配,无,标配,标配,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0
雪佛兰科鲁兹 2013款 1.8L SE AT,雪佛兰科鲁兹,2013款,7.40,14.90,2014-08,7万公里,成都,国四,自动,3500元（车价x4%，最低3500元） ,上汽通用雪佛兰,紧凑型车,1.8L 147马力 L4,6档手自一体变速箱(AT),4门5座三厢车,4598/1797/1477,2685,400,1410,1.8,自然吸气,L4,147,177,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,-,205/60 R16,205/60 R16,正常/正常,正常/无,无/无,无,标配,标配,无,标配,无,标配,无,无,无,无,无,标配/标配,标配,无,无,无,标配,无,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,4,0
别克君威 2014款 2.0L 领先时尚型,别克君威,2014款,10.00,19.40,2014-05,13.08万公里,成都,国四,自动,4000元（车价x4%，最低3500元） ,上汽通用别克,中型车,2.0L 154马力 L4,6档手自一体变速箱(AT),4门5座三厢车,4843/1856/1484,2737,442,1585,2.0,自然吸气,L4,154,190,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,225/55 R17,225/55 R17,正常/正常,正常/无,无/无,标配,标配,标配,无,标配,标配,标配,无,无,无,无,无,标配/标配,标配,标配,无,无,标配,标配,无,标配,无,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0
福特福克斯 2013款 三厢经典 1.8L 自动百万纪念版,福特福克斯,2013款,7.38,12.50,2014-04,2.38万公里,成都,国四,自动,3500元（车价x4%，最低3500元） ,长安福特,紧凑型车,1.8L 124马力 L4,4档手自一体变速箱(AT),4门5座三厢车,4480/1840/1500,2640,526,1340,1.8,自然吸气,L4,124,161,汽油,92号,多点电喷,国四,,电子液压助力,麦弗逊式独立悬架,多连杆独立悬架,通风盘式,盘式,-,195/65 R15,195/65 R15,正常/正常,无/无,无/无,无,标配,标配,无,标配,无,标配,无,无,无,无,无,标配/标配,标配,无,无,无,标配,无,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
瑞麒M1 2009款 进化版 1.0L 手动豪华型,瑞麒M1,2009款,1.20,5.30,2009-12,9.1万公里,成都,国四,手动,3000元（车价x4%，最低3000元） ,奇瑞汽车,微型车,1.0L 68马力 L4,5档手动变速箱(MT),5门5座两厢车,3601/1587/1527,2330,-,990,1.0,自然吸气,L4,68,93,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,鼓式,-,175/60 R14,175/60 R14,正常/正常,无/无,无/无,无,标配,无,无,标配,无,无,无,无,无,无,标配,标配/标配,标配,无,无,无,标配,无,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
铃木奥拓 2009款 1.0L 手动豪华型,铃木奥拓,2009款,1.80,5.40,2012-03,6.95万公里,成都,国四,手动,3000元（车价x4%，最低3000元） ,长安铃木,微型车,1.0L 71马力 L3,5档手动变速箱(MT),5门5座两厢车,3500/1600/1470,2360,129-36,890,1.0,自然吸气,L3,71,92,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,鼓式,-,155/65 R14,155/65 R14,正常/正常,无/无,无/无,无,标配,标配,无,标配,无,无,无,无,无,无,标配,标配/标配,标配,无,无,无,标配,无,无,无,无,标配,无/无,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3
Smartsmart fortwo 2012款 1.0 MHD 硬顶舒适版,Smartsmart,fortwo,7.28,13.90,2014-11,1.33万公里,成都,国四,自动,3500元（车价x4%，最低3500元） ,smart,微型车,1.0L 70马力 L3,5档机械式自动变速箱(AMT),3门2座两厢车,2695/1559/1565,1867,220-34,750,1.0,自然吸气,L3,70,92,汽油,95号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,扭力梁式非独立悬架,盘式,鼓式,-,155/60 R15,175/55 R15,正常/正常,正常/无,正常/无,无,标配,无,无,标配,标配,无,标配,无,无,无,标配,标配/无,无,无,无,无,标配,无,无,加装,加装,加装,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
起亚K2 2015款 三厢 1.4L MT GLS,起亚K2,2015款,5.60,8.50,2015-08,2.51万公里,成都,国四,手动,3500元（车价x4%，最低3500元） ,东风悦达起亚,小型车,1.4L 107马力 L4,5档手动变速箱(MT),4门5座三厢车,4378/1700/1460,2570,-,1039,1.4,自然吸气,L4,107,135,汽油,92号,多点电喷,国四,,机械液压助力,麦弗逊式独立悬架,扭力梁式非独立悬架,通风盘式,盘式,-,175/70 R14,175/70 R14,正常/正常,无/无,无/无,无,标配,无,无,标配,无,无,无,无,无,无,无,标配/标配,标配,无,无,无,标配,无,加装,标配,加装,加装,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0
大众途安 2013款 1.4T 自动舒适版5座,大众途安,2013款,11.60,19.70,2013-05,3.65万公里,成都,国四,自动,4640元（车价x4%，最低3500元） ,上汽大众,MPV,1.4T 131马力 L4,7档双离合变速箱(DCT),5门5座MPV,4395/1794/1658,2678,620-19,1550,1.4,涡轮增压,L4,131,220,汽油,95号,直喷,国四,,电动助力,麦弗逊式独立悬架,四连杆独立悬架,通风盘式,盘式,-,205/55 R16,205/55 R16,正常/正常,正常/正常,正常/正常,标配,标配,标配,无,标配,标配,标配,无,无,无,标配,标配,标配/标配,标配,标配,无,无,标配,无,加装,标配,加装,标配,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
铃木北斗星 2013款 创业版 1.0L 手动舒适型,铃木北斗星,2013款,1.90,4.10,2014-07,4.6万公里,成都,国四,手动,3000元（车价x4%，最低3000元） ,昌河铃木,微型车,1.0L 46马力 L4,5档手动变速箱(MT),5门5座两厢车,3400/1575/1670,2335,633-13,900,1.0,自然吸气,L4,46,72,汽油,92号,多点电喷,国四,,电动助力,麦弗逊式独立悬架,非独立单纵摆臂式,盘式,鼓式,-,165/65 R13,165/65 R13,无/无,无/无,无/无,无,标配,无,无,无,无,无,无,无,无,无,无,标配/标配,无,无,无,无,标配,无,无,标配,无,无,无/无,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,0
